MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotFrontage,LotArea,Street_Grvl,Street_Pave,Alley_Grvl,Alley_NA,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,OverallQual_1,OverallQual_10,OverallQual_2,OverallQual_3,OverallQual_4,OverallQual_5,OverallQual_6,OverallQual_7,OverallQual_8,OverallQual_9,OverallCond_1,OverallCond_2,OverallCond_3,OverallCond_4,OverallCond_5,OverallCond_6,OverallCond_7,OverallCond_8,OverallCond_9,YearBuilt,YearRemodAdd,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_NA,MasVnrType_None,MasVnrType_Stone,MasVnrArea,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_NA,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_NA,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_NA,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_NA,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinSF1,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_NA,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_NA,Electrical_SBrkr,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,TotRmsAbvGrd,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,Fireplaces,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_NA,FireplaceQu_Po,FireplaceQu_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,GarageYrBlt,GarageFinish_Fin,GarageFinish_NA,GarageFinish_RFn,GarageFinish_Unf,GarageCars,GarageArea,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_NA,GarageQual_Po,GarageQual_TA,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_NA,GarageCond_Po,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,PoolQC_NA,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NA,MiscFeature_Gar2,MiscFeature_NA,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,YrSold,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice,HasGarage
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.5373725245048077,-0.06119746207820411,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.531899321801428,-1.6887898479984347,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.5726372892119188,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.9726849003236115,0,0,0,0,0,0,1,-0.2885539604701561,0.2687677537744342,-0.8466490633831104,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.9121518290145589,0.3917443176396729,-0.12020053800860225,-0.35674728218952506,-0.819683507644112,-0.24097846650905158,-1.0256893917763372,-0.7613597983235935,0.16372301852733265,-0.2113811531878666,0,0,0,1,0.9118973170421563,0,0,0,0,0,0,1,-0.9509006699369584,0,0,0,1,0,0,0,0,0,0,0,1,0,1.4839713034942212,0,0,0,1,-1.0265059276103374,-1.2300008512372413,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.7519181992725845,1.891748274422587,0.6224872446911488,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,0.990551942239756,-1.3671862779697943,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.1101882927617297,false
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5152825771735411,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.0683677362198496,1.0236778946613245,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.1504893277347656,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.22503871006816975,0,0,0,0,0,0,1,-0.2885539604701561,-0.24948779183079073,-0.5913524126346944,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.06628951155725561,1.0766939690706472,-0.12020053800860225,0.8345436199027091,-0.819683507644112,3.947456784719702,-1.0256893917763372,1.2271648985501926,0.16372301852733265,-0.2113811531878666,0,0,1,0,0.9118973170421563,0,0,0,0,0,0,1,2.151479169410437,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6052967571918872,0,0,0,1,0.31161787088170967,-0.19634792505601437,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.7519181992725845,1.0918210548395373,2.095020846009257,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,-0.4889425188037668,0.1387299542715876,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.5649037237486614,false
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1138659607980401,-0.7520918573997256,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.116852595807592,1.0236778946613245,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.4842718216761914,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.9376047271737961,0,0,0,0,0,0,1,-0.2885539604701561,1.5044338144751015,0.43439305912233406,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.22083806409338866,-0.7948908644380687,-0.12020053800860225,-0.5089889310192035,-0.819683507644112,-0.24097846650905158,0.789470016700575,-0.7613597983235935,-1.0621006073696178,-0.2113811531878666,0,0,1,0,-0.9338098218879014,0,0,0,0,0,0,1,-0.9509006699369584,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.144746859955207,1,0,0,0,0.31161787088170967,-0.16360778712267232,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.10974638397633175,-0.7042419476205181,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,-1.2286897493255282,-1.3671862779697943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.007846463141492989,false
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12147711697317222,-0.15296939741963592,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.1499619947777049,1.0236778946613245,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5726372892119188,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.9726849003236115,0,0,0,0,0,0,1,-0.2885539604701561,2.1064249722523494,1.0042516545429054,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.8675217930362812,-0.7948908644380687,-0.12020053800860225,-0.03323377842645829,-0.819683507644112,-0.24097846650905158,0.789470016700575,-0.7613597983235935,-1.0621006073696178,-0.2113811531878666,0,0,1,0,-0.9338098218879014,0,0,0,0,0,0,1,-0.9509006699369584,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.185188677854429,0,0,1,0,0.31161787088170967,0.9448797400490507,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2.0484916962863937,-0.2061740561820153,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,-0.8588161340646475,-1.3671862779697943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5162735475873927,false
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,-0.24534245897509455,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0175243988972538,0.8299301987570561,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5726372892119188,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.9726849003236115,0,0,0,0,0,0,1,-0.2885539604701561,1.002020141442962,-0.10811232371804991,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.394804845860245,2.0846466333837865,-0.12020053800860225,1.430189070948826,-0.819683507644112,-0.24097846650905158,0.789470016700575,1.2271648985501926,1.389546644424283,-0.2113811531878666,0,0,1,0,0.9118973170421563,0,0,0,0,0,0,1,0.6002892497367391,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.9020959525598752,0,0,1,0,0.31161787088170967,-0.3881115900941606,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.20548689322621133,-0.00996549288805968,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,2.100172788022398,0.8916880703922786,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4556787910722155,false
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6156143480816572,0.09599704288981609,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.12357062670420954,-0.47786674859675643,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5726372892119188,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.2331960517012946,0,0,0,0,0,0,1,-0.2885539604701561,-0.9148464399003808,-0.7851043350776887,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.9095650940987874,0.9025930543256504,-0.12020053800860225,0.06952933453357468,1.1074306971230437,-0.24097846650905158,0.789470016700575,1.2271648985501926,0.16372301852733265,-0.2113811531878666,0,0,0,1,-0.31857410891121557,0,0,0,0,0,0,1,0.6002892497367391,0,0,0,0,0,1,0,1,0,0,0,0,0,0.06850767702145218,0,0,1,0,0.31161787088170967,-0.18231643737029635,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.915562336829485,2.435095065082772,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.08765777630136364,-1.598563364586409,-1.3671862779697943,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1905248789060047,false
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0020571908039490033,-0.001685966889546367,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.008866969176241473,-0.6716144445010249,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5726372892119188,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.17619077033284447,0,0,0,1,0,0,0,0.8272457630747223,-0.9216358138602746,-0.44090974344366357,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.7724681435628942,-0.7948908644380687,-0.12020053800860225,-1.2397488454016603,-0.819683507644112,-0.24097846650905158,-1.0256893917763372,-0.7613597983235935,-1.0621006073696178,-0.2113811531878666,0,0,0,1,-1.5490455348645873,0,0,0,0,0,0,1,-0.9509006699369584,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3763523198699895,0,0,0,1,0.31161787088170967,0.48184064642035634,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.971410967225248,-0.7042419476205181,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,-1.2286897493255282,0.8916880703922786,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1.355819528348726,false
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3568201947443845,0.296071884458418,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0506337978673665,0.8783671227331232,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.519422777534373,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-0.8499042942992575,0,0,0,0,0,0,1,-0.2885539604701561,4.0029234317160105,3.0420659917668686,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.1800628077360646,-0.7948908644380687,-0.12020053800860225,1.6680666472451988,-0.819683507644112,-0.24097846650905158,0.789470016700575,-0.7613597983235935,0.16372301852733265,-0.2113811531878666,1,0,0,0,0.9118973170421563,0,0,0,0,0,0,1,0.6002892497367391,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.9425377704590971,1,0,0,0,1.6497416693737568,2.3152883706875103,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.2267189918915935,0.8805195251383543,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,-0.11906890354288616,0.8916880703922786,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.1033553047131632,false
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0197842178302623,-0.8853415015090098,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.008866969176241473,-0.6716144445010249,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.21160623516766194,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.9726849003236115,0,0,0,0,0,0,1,-0.2885539604701561,0.14203277318975036,-0.9742973887573184,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.3777641138534416,0.7445277501492717,-0.12020053800860225,-0.4062258180591706,-0.819683507644112,-0.24097846650905158,0.789470016700575,1.2271648985501926,0.16372301852733265,-0.2113811531878666,0,0,0,1,-0.31857410891121557,0,0,0,0,0,0,1,-0.9509006699369584,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.45723595566843345,0,0,0,1,-1.0265059276103374,-0.9025994719038211,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.7519181992725845,-0.7042419476205181,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,-0.4889425188037668,0.8916880703922786,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9958565285068958,false
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4920800403045359,-0.05678920317534057,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7857586061064645,0.4908717309245862,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0289868098731405,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.2660837140292466,0,0,0,0,0,0,1,-0.2885539604701561,0.16013777041613375,0.3318185119466312,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.13288907695715527,2.1968959073641137,-0.12020053800860225,1.9116532853726844,-0.819683507644112,-0.24097846650905158,0.789470016700575,1.2271648985501926,1.389546644424283,-0.2113811531878666,0,0,1,0,1.5271330300188422,0,0,0,0,0,0,1,0.6002892497367391,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.6998868630637654,0,0,1,0,1.6497416693737568,1.160029217896727,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.0352379733918344,1.0163562228034004,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,-0.11906890354288616,-0.6142281618491033,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.385862339968654,false
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0197842178302623,-0.8664060257671642,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.04197636814635423,-0.7200513684770921,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1287636093529175,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26888892650543905,0,0,0,0,0,0,1,-0.2885539604701561,-0.9171095645536788,-1.3093742428646145,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.7580141464718624,0.3596730965024366,-0.12020053800860225,-1.0056773103260297,-0.819683507644112,-0.24097846650905158,-1.0256893917763372,1.2271648985501926,-1.0621006073696178,-0.2113811531878666,0,0,0,1,-0.9338098218879014,0,0,0,0,0,0,1,-0.9509006699369584,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.33591050197076755,0,0,0,1,-1.0265059276103374,-0.9025994719038211,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.7519181992725845,-0.7042419476205181,-0.3592018228542566,-0.11629943710230332,-0.27011580124313367,-0.06866821893757226,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.08765777630136364,0.990551942239756,0.1387299542715876,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.1336948553689166,false
